task_id,minute_id,annotation_id,start_xpath,end_xpath,text,reference_type,external_identifier,external_url,document_type,referenced_annotation_id,start_char,end_char,sentence,paragraph
18,h-tk-20012002-4369-4373,aWTHJ1n3al,/div[2]/div[1]/p[5]/text()[1],/div[2]/div[1]/p[5]/text()[1],(27216),explicit-dossier,27216,,,,1244,1251,"Op verzoek van de fractie van de VVD stel ik voor, de stemmingen over de wetsvoorstellen Spoorwegwet (27482) en Concessiewet (27216) (punten 3, 4 en 5) uit te stellen tot aanstaande dinsdag.","Op verzoek van de fractie van de VVD stel ik voor, de stemmingen over
de wetsvoorstellen Spoorwegwet (27482) en Concessiewet (27216) (punten 3,
4 en 5) uit te stellen tot aanstaande dinsdag."
18,h-tk-20012002-4369-4373,0aDeyBBhR1,/div[2]/div[1]/p[6]/text()[1],/div[2]/div[1]/p[6]/text()[1],(27661),explicit-dossier,27661,,,,1429,1436,"Op verzoek van de fractie van de PvdA stel ik voor, de stemmingen over het wetsvoorstel Richtlijn arbeidsovereenkomsten (27661) één week uit te stellen (punt 14 van de agenda).","Op verzoek van de fractie van de PvdA stel ik voor, de stemmingen over
het wetsvoorstel Richtlijn arbeidsovereenkomsten (27661) één
week uit te stellen (punt 14 van de agenda)."
18,h-tk-20012002-4369-4373,nmgobFdl01,/div[2]/div[16]/p[2]/text()[1],/div[2]/div[16]/p[2]/text()[1],Het wetsvoorstel exploitatie zorginstellingen,impl-ext-dossier,27659,,,,4223,4268,"Voorzitter. Het wetsvoorstel exploitatie zorginstellingen is aangemeld voor plenaire behandeling, maar wij zijn nog niet in het bezit van de tweede tranche van de vervolguitvoeringstoets van het College bouw ziekenhuisvoorzieningen inzake de spreiding van de ziekenhuiszorg. Mede namens de fracties van VVD en CDA vraagt de fractie van GroenLinks of de regering deze toets zo snel mogelijk aan de Kamer wil doen toekomen. Wij vinden het voor de meningsvorming belangrijk daarover te beschikken vóór het wetsvoorstel wordt besproken.","Voorzitter. Het wetsvoorstel exploitatie zorginstellingen is aangemeld
voor plenaire behandeling, maar wij zijn nog niet in het bezit van de tweede
tranche van de vervolguitvoeringstoets van het College bouw ziekenhuisvoorzieningen
inzake de spreiding van de ziekenhuiszorg. Mede namens de fracties van VVD
en CDA vraagt de fractie van GroenLinks of de regering deze toets zo snel
mogelijk aan de Kamer wil doen toekomen. Wij vinden het voor de meningsvorming
belangrijk daarover te beschikken vóór het wetsvoorstel wordt
besproken."
18,h-tk-20012002-4369-4373,0b3mfCP-3C,/div[2]/div[16]/p[2]/text()[1],/div[2]/div[16]/p[2]/text()[1],het wetsvoorstel,impl-local,27659,,,nmgobFdl01,4710,4726,"Voorzitter. Het wetsvoorstel exploitatie zorginstellingen is aangemeld voor plenaire behandeling, maar wij zijn nog niet in het bezit van de tweede tranche van de vervolguitvoeringstoets van het College bouw ziekenhuisvoorzieningen inzake de spreiding van de ziekenhuiszorg. Mede namens de fracties van VVD en CDA vraagt de fractie van GroenLinks of de regering deze toets zo snel mogelijk aan de Kamer wil doen toekomen. Wij vinden het voor de meningsvorming belangrijk daarover te beschikken vóór het wetsvoorstel wordt besproken.","Voorzitter. Het wetsvoorstel exploitatie zorginstellingen is aangemeld
voor plenaire behandeling, maar wij zijn nog niet in het bezit van de tweede
tranche van de vervolguitvoeringstoets van het College bouw ziekenhuisvoorzieningen
inzake de spreiding van de ziekenhuiszorg. Mede namens de fracties van VVD
en CDA vraagt de fractie van GroenLinks of de regering deze toets zo snel
mogelijk aan de Kamer wil doen toekomen. Wij vinden het voor de meningsvorming
belangrijk daarover te beschikken vóór het wetsvoorstel wordt
besproken."
18,h-tk-20012002-4369-4373,x4Gn0VSUp4,/div[2]/div[17]/p[2]/text()[1],/div[2]/div[17]/p[2]/text()[1],dit wetsvoorstel,impl-local,27659,,,nmgobFdl01,4975,4991,"Voorzitter. Voorzover wij kunnen nagaan, was al het vorige jaar bekend dat resultaten van het onderzoek waarop mevrouw Hermann doelt, pas in juli 2002 beschikbaar zouden komen. Dat is nooit een reden geweest om dit wetsvoorstel niet te behandelen. Wij zouden er dan ook niet vóór zijn om nu ineens tot uitstel over te gaan.","Voorzitter. Voorzover wij kunnen nagaan, was al het vorige jaar bekend
dat resultaten van het onderzoek waarop mevrouw Hermann doelt, pas in juli
2002 beschikbaar zouden komen. Dat is nooit een reden geweest om dit wetsvoorstel
niet te behandelen. Wij zouden er dan ook niet vóór zijn om
nu ineens tot uitstel over te gaan."
18,h-tk-20012002-4369-4373,f6ZT-KKMKx,/div[2]/div[19]/p[2]/text()[1],/div[2]/div[19]/p[2]/text()[1],dit wetsvoorstel,impl-local,27659,,,nmgobFdl01,5424,5440,"Ik kan dit nu bevestigen noch ontkennen, maar dit wetsvoorstel staat al heel lang op de agenda. In de commissie hebben wij het ook bestempeld als gereed voor plenaire behandeling. Ik zie geen redenen om op het laatste moment weer van die behandeling af te zien.","Ik kan dit nu bevestigen noch ontkennen, maar dit wetsvoorstel staat al
heel lang op de agenda. In de commissie hebben wij het ook bestempeld als
gereed voor plenaire behandeling. Ik zie geen redenen om op het laatste moment
weer van die behandeling af te zien."
18,h-tk-20012002-4369-4373,PlvIttYLcy,/div[2]/div[20]/p[2]/text()[1],/div[2]/div[20]/p[2]/text()[1],dit wetsvoorstel,impl-local,27659,,,nmgobFdl01,5726,5742,"Voorzitter. Inderdaad is in de commissie uitvoerig over dit wetsvoorstel gesproken. Zelf heb ik de indruk dat het door mevrouw Hermann gevraagde niet absoluut nodig is om tot plenaire behandeling over te gaan. Ik zal mij niet tegen inwilliging van haar verzoek verzetten, maar wat ons betreft zou dit wetsvoorstel zonder meer op de agenda voor de plenaire vergadering kunnen worden geplaatst.","Voorzitter. Inderdaad is in de commissie uitvoerig over dit wetsvoorstel
gesproken. Zelf heb ik de indruk dat het door mevrouw Hermann gevraagde niet
absoluut nodig is om tot plenaire behandeling over te gaan. Ik zal mij niet
tegen inwilliging van haar verzoek verzetten, maar wat ons betreft zou dit
wetsvoorstel zonder meer op de agenda voor de plenaire vergadering kunnen
worden geplaatst."
18,h-tk-20012002-4369-4373,WBngrAwhRV,/div[2]/div[20]/p[2]/text()[1],/div[2]/div[20]/p[2]/text()[1],dit wetsvoorstel,impl-local,27659,,,nmgobFdl01,5967,5983,"Voorzitter. Inderdaad is in de commissie uitvoerig over dit wetsvoorstel gesproken. Zelf heb ik de indruk dat het door mevrouw Hermann gevraagde niet absoluut nodig is om tot plenaire behandeling over te gaan. Ik zal mij niet tegen inwilliging van haar verzoek verzetten, maar wat ons betreft zou dit wetsvoorstel zonder meer op de agenda voor de plenaire vergadering kunnen worden geplaatst.","Voorzitter. Inderdaad is in de commissie uitvoerig over dit wetsvoorstel
gesproken. Zelf heb ik de indruk dat het door mevrouw Hermann gevraagde niet
absoluut nodig is om tot plenaire behandeling over te gaan. Ik zal mij niet
tegen inwilliging van haar verzoek verzetten, maar wat ons betreft zou dit
wetsvoorstel zonder meer op de agenda voor de plenaire vergadering kunnen
worden geplaatst."
18,h-tk-20012002-4369-4373,4oSzJ_GquD,/div[2]/div[21]/p[2]/text()[1],/div[2]/div[21]/p[2]/text()[1],de motie die zij in dit verband heeft ingediend,impl-ext-parl-doc,kst-27295-18,https://zoek.officielebekendmakingen.nl/kst-27295-18.html,Motie,,6117,6164,"Hoe denkt mevrouw Hermann om te gaan met de motie die zij in dit verband heeft ingediend?","Hoe denkt mevrouw Hermann om te gaan met de motie die zij in dit verband
heeft ingediend?"
18,h-tk-20012002-4369-4373,7yu44Rae7B,/div[2]/div[23]/p[2]/text()[1],/div[2]/div[23]/p[2]/text()[1],het wetsvoorstel,impl-local,27659,,,nmgobFdl01,6521,6537,"Neen. Ik heb u uitgelegd dat u een motie niet aan het adres van de minister kunt richten. Het is de Kamer die daarover nu moet beslissen. U geeft mede namens de fracties van VVD en CDA aan dat u op bepaalde informatie wilt wachten vóór er met de plenaire behandeling van het wetsvoorstel kan worden begonnen. Op dit moment kunnen wij slechts vaststellen dat u om die informatie vraagt. Ik neem aan dat de meerderheid van de Kamer het wat dit betreft met u eens is.","Neen. Ik heb u uitgelegd dat u een motie niet aan het adres van de minister
kunt richten. Het is de Kamer die daarover nu moet beslissen. U geeft mede
namens de fracties van VVD en CDA aan dat u op bepaalde informatie wilt wachten
vóór er met de plenaire behandeling van het wetsvoorstel kan
worden begonnen. Op dit moment kunnen wij slechts vaststellen dat u om die
informatie vraagt. Ik neem aan dat de meerderheid van de Kamer het wat dit
betreft met u eens is."
18,h-tk-20012002-4369-4373,lu56nlPude,/div[2]/div[24]/p[2]/text()[1],/div[2]/div[24]/p[2]/text()[1],de motie,impl-local,kst-27295-18,,,4oSzJ_GquD,6839,6847,"Inderdaad, dat is het geval. Precies zoals u het nu aangeeft, is het verwoord in het dictum van de motie.","Inderdaad, dat is het geval. Precies zoals u het nu aangeeft, is het verwoord
in het dictum van de motie."
18,h-tk-20012002-4369-4373,v6qjFgr-Ec,/div[2]/div[28]/p[2]/text()[1],/div[2]/div[28]/p[2]/text()[1],het wetsvoorstel,impl-local,27659,,,nmgobFdl01,7308,7324,"Voorzitter. Ik onderstreep dat deze kwestie uitvoerig aan de orde is geweest tijdens een procedurevergadering. Vervolgens werd door een meerderheid besloten om het wetsvoorstel wél te behandelen.","Voorzitter. Ik onderstreep dat deze kwestie uitvoerig aan de orde is geweest
tijdens een procedurevergadering. Vervolgens werd door een meerderheid besloten
om het wetsvoorstel wél te behandelen."
18,h-tk-20012002-4369-4373,Pf6eYdDW0-,/div[2]/div[33]/p[2]/text()[1],/div[2]/div[33]/p[2]/text()[1],27659,explicit-dossier,27659,,,,8388,8393,"In een democratie is de meerderheid de helft plus één. Wij hebben afgesproken dat de informatie die mevrouw Hermann wil, naar de Kamer wordt gestuurd. Als de informatie bij de vaste commissie is aangekomen, kan die beoordelen hoe zij ermee omgaat. Tot dat moment is het wetsvoorstel 27659 van de agenda afgevoerd. Zo is de procedure.","In een democratie is de meerderheid de helft plus één. Wij
hebben afgesproken dat de informatie die mevrouw Hermann wil, naar de Kamer
wordt gestuurd. Als de informatie bij de vaste commissie is aangekomen, kan
die beoordelen hoe zij ermee omgaat. Tot dat moment is het wetsvoorstel 27659
van de agenda afgevoerd. Zo is de procedure."
18,h-tk-20012002-4369-4373,2_44k8DQ6D,/div[2]/div[34]/p[2]/text()[1],/div[2]/div[34]/p[2]/text()[1],een motie aanvaard waarin de regering werd gevraagd haar een notitie toe te sturen,impl-ext-parl-doc,kst-28000-VI-34,https://zoek.officielebekendmakingen.nl/kst-28000-VI-34.html,Motie,,8539,8621,"Voorzitter. In november 2001 heeft de Kamer een motie aanvaard waarin de regering werd gevraagd haar een notitie toe te sturen. Daarin diende de regering aan te geven op welke wijze de grondwettelijke vrijheden van godsdienst en meningsuiting beleefd kunnen worden zonder mensen vanwege hun homoseksuele geaardheid te beledigen. Daarbij moet volgens de motie de relevante jurisprudentie worden betrokken. Het is nu april en de motie is nog niet uitgevoerd. Inmiddels hebben wij wel kennisgenomen van de uitspraak van de rechter in de zaak tegen de Rotterdamse imam, waarover deze kwestie gaat. Ik verzoek de regering om uiterlijk volgende week de door de Kamer verlangde notitie aan haar toe te sturen.","Voorzitter. In november 2001 heeft de Kamer een motie aanvaard waarin
de regering werd gevraagd haar een notitie toe te sturen. Daarin diende de
regering aan te geven op welke wijze de grondwettelijke vrijheden van godsdienst
en meningsuiting beleefd kunnen worden zonder mensen vanwege hun homoseksuele
geaardheid te beledigen. Daarbij moet volgens de motie de relevante jurisprudentie
worden betrokken. Het is nu april en de motie is nog niet uitgevoerd. Inmiddels
hebben wij wel kennisgenomen van de uitspraak van de rechter in de zaak tegen
de Rotterdamse imam, waarover deze kwestie gaat. Ik verzoek de regering om
uiterlijk volgende week de door de Kamer verlangde notitie aan haar toe te
sturen."
18,h-tk-20012002-4369-4373,FV-NDHHJSV,/div[2]/div[34]/p[2]/text()[1],/div[2]/div[34]/p[2]/text()[1],de motie,impl-local,kst-28000-VI-34,,,2_44k8DQ6D,8845,8853,"Voorzitter. In november 2001 heeft de Kamer een motie aanvaard waarin de regering werd gevraagd haar een notitie toe te sturen. Daarin diende de regering aan te geven op welke wijze de grondwettelijke vrijheden van godsdienst en meningsuiting beleefd kunnen worden zonder mensen vanwege hun homoseksuele geaardheid te beledigen. Daarbij moet volgens de motie de relevante jurisprudentie worden betrokken. Het is nu april en de motie is nog niet uitgevoerd. Inmiddels hebben wij wel kennisgenomen van de uitspraak van de rechter in de zaak tegen de Rotterdamse imam, waarover deze kwestie gaat. Ik verzoek de regering om uiterlijk volgende week de door de Kamer verlangde notitie aan haar toe te sturen.","Voorzitter. In november 2001 heeft de Kamer een motie aanvaard waarin
de regering werd gevraagd haar een notitie toe te sturen. Daarin diende de
regering aan te geven op welke wijze de grondwettelijke vrijheden van godsdienst
en meningsuiting beleefd kunnen worden zonder mensen vanwege hun homoseksuele
geaardheid te beledigen. Daarbij moet volgens de motie de relevante jurisprudentie
worden betrokken. Het is nu april en de motie is nog niet uitgevoerd. Inmiddels
hebben wij wel kennisgenomen van de uitspraak van de rechter in de zaak tegen
de Rotterdamse imam, waarover deze kwestie gaat. Ik verzoek de regering om
uiterlijk volgende week de door de Kamer verlangde notitie aan haar toe te
sturen."
18,h-tk-20012002-4369-4373,zYfT6RXLVM,/div[2]/div[34]/p[2]/text()[1],/div[2]/div[34]/p[2]/text()[1],de motie,impl-local,kst-28000-VI-34,,,2_44k8DQ6D,8919,8927,"Voorzitter. In november 2001 heeft de Kamer een motie aanvaard waarin de regering werd gevraagd haar een notitie toe te sturen. Daarin diende de regering aan te geven op welke wijze de grondwettelijke vrijheden van godsdienst en meningsuiting beleefd kunnen worden zonder mensen vanwege hun homoseksuele geaardheid te beledigen. Daarbij moet volgens de motie de relevante jurisprudentie worden betrokken. Het is nu april en de motie is nog niet uitgevoerd. Inmiddels hebben wij wel kennisgenomen van de uitspraak van de rechter in de zaak tegen de Rotterdamse imam, waarover deze kwestie gaat. Ik verzoek de regering om uiterlijk volgende week de door de Kamer verlangde notitie aan haar toe te sturen.","Voorzitter. In november 2001 heeft de Kamer een motie aanvaard waarin
de regering werd gevraagd haar een notitie toe te sturen. Daarin diende de
regering aan te geven op welke wijze de grondwettelijke vrijheden van godsdienst
en meningsuiting beleefd kunnen worden zonder mensen vanwege hun homoseksuele
geaardheid te beledigen. Daarbij moet volgens de motie de relevante jurisprudentie
worden betrokken. Het is nu april en de motie is nog niet uitgevoerd. Inmiddels
hebben wij wel kennisgenomen van de uitspraak van de rechter in de zaak tegen
de Rotterdamse imam, waarover deze kwestie gaat. Ik verzoek de regering om
uiterlijk volgende week de door de Kamer verlangde notitie aan haar toe te
sturen."
18,h-tk-20012002-4369-4373,We9r65tZNO,/div[2]/div[34]/p[2]/text()[1],/div[2]/div[34]/p[2]/text()[1],de uitspraak van de rechter in de zaak tegen de Rotterdamse imam,impl-ext-third-party,,,,,8995,9059,"Voorzitter. In november 2001 heeft de Kamer een motie aanvaard waarin de regering werd gevraagd haar een notitie toe te sturen. Daarin diende de regering aan te geven op welke wijze de grondwettelijke vrijheden van godsdienst en meningsuiting beleefd kunnen worden zonder mensen vanwege hun homoseksuele geaardheid te beledigen. Daarbij moet volgens de motie de relevante jurisprudentie worden betrokken. Het is nu april en de motie is nog niet uitgevoerd. Inmiddels hebben wij wel kennisgenomen van de uitspraak van de rechter in de zaak tegen de Rotterdamse imam, waarover deze kwestie gaat. Ik verzoek de regering om uiterlijk volgende week de door de Kamer verlangde notitie aan haar toe te sturen.","Voorzitter. In november 2001 heeft de Kamer een motie aanvaard waarin
de regering werd gevraagd haar een notitie toe te sturen. Daarin diende de
regering aan te geven op welke wijze de grondwettelijke vrijheden van godsdienst
en meningsuiting beleefd kunnen worden zonder mensen vanwege hun homoseksuele
geaardheid te beledigen. Daarbij moet volgens de motie de relevante jurisprudentie
worden betrokken. Het is nu april en de motie is nog niet uitgevoerd. Inmiddels
hebben wij wel kennisgenomen van de uitspraak van de rechter in de zaak tegen
de Rotterdamse imam, waarover deze kwestie gaat. Ik verzoek de regering om
uiterlijk volgende week de door de Kamer verlangde notitie aan haar toe te
sturen."
18,h-tk-20012002-4369-4373,6zD1xiKvuo,/div[2]/div[36]/p[2]/text()[1],/div[2]/div[36]/p[2]/text()[1],de justitiebegroting ,impl-ext-dossier,28000-VI,,,,9667,9688,"Het debat in het kader van de justitiebegroting ging ook over allerlei andere aspecten en niet alleen over deze ene zaak.","Het debat in het kader van de justitiebegroting ging ook over allerlei
andere aspecten en niet alleen over deze ene zaak."
18,h-tk-20012002-4369-4373,8Jqqczquan,/div[2]/div[40]/p[2]/text()[1],/div[2]/div[40]/p[2]/text()[1],schriftelijke vragen gesteld over de opheffing van de kunst- en antiekafdeling bij het Korps landelijke politiediensten,impl-ext-parl-doc,kst-onvindbaar,onvindbaar,Brief,,10072,10191,"Op 18 april a.s. is er een algemeen overleg over de politie. Mijn collega Scheltema en ik hebben schriftelijke vragen gesteld over de opheffing van de kunst- en antiekafdeling bij het Korps landelijke politiediensten. Kan de regering die vóór 18 april beantwoorden? Dan kunnen wij de antwoorden betrekken bij het algemeen overleg.","Op 18 april a.s. is er een algemeen overleg over de politie. Mijn collega
Scheltema en ik hebben schriftelijke vragen gesteld over de opheffing van
de kunst- en antiekafdeling bij het Korps landelijke politiediensten. Kan
de regering die vóór 18 april beantwoorden? Dan kunnen wij de
antwoorden betrekken bij het algemeen overleg."
18,h-tk-20012002-4369-4373,lXxIdtJVX7,/div[2]/div[46]/p[2]/text()[1],/div[2]/div[46]/p[2]/text()[1],het voornemen van de ministers Zalm en Hermans om bedrijven te gaan betrekken bij het wegwerken van het lokalentekort in het basisonderwijs en voortgezet onderwijs,impl-ext-third-party,,,,,11260,11423,"Voorzitter. Afgelopen zaterdag maakte NRC-Handelsblad melding van het voornemen van de ministers Zalm en Hermans om bedrijven te gaan betrekken bij het wegwerken van het lokalentekort in het basisonderwijs en voortgezet onderwijs. Mijn fractie ontvangt graag een nadere toelichting op dat voornemen. Wij ontvangen de toelichting graag voor het weekend, omdat wij aanstaande maandag de feitelijke vragen over de voorjaarsnota moeten indienen. Mijn fractie zou graag de antwoorden op onze vragen over dit voornemen bij de behandeling van de voorjaarsnota betrekken.","Voorzitter. Afgelopen zaterdag maakte NRC-Handelsblad melding van het
voornemen van de ministers Zalm en Hermans om bedrijven te gaan betrekken
bij het wegwerken van het lokalentekort in het basisonderwijs en voortgezet
onderwijs. Mijn fractie ontvangt graag een nadere toelichting op dat voornemen.
Wij ontvangen de toelichting graag voor het weekend, omdat wij aanstaande
maandag de feitelijke vragen over de voorjaarsnota moeten indienen. Mijn fractie
zou graag de antwoorden op onze vragen over dit voornemen bij de behandeling
van de voorjaarsnota betrekken."
18,h-tk-20012002-4369-4373,5wtGzxzi83,/div[2]/div[50]/p[2]/text()[1],/div[2]/div[50]/p[2]/text()[1],"de brief van de minister-president van Marokko aan onze minister-president, waarin de bereidheid is uitgesproken een verdrag af te sluiten met Nederland vóór 1 juli; het betreft het socialezekerheidsverdrag.",impl-ext-third-party,,,,,12120,12327,"Mevrouw de voorzitter. Mijn fractie verzoekt de minister van Sociale Zaken en Werkgelegenheid om een brief met daarin een uitleg over het volgende. Het gaat over de brief van de minister-president van Marokko aan onze minister-president, waarin de bereidheid is uitgesproken een verdrag af te sluiten met Nederland vóór 1 juli; het betreft het socialezekerheidsverdrag. Daarnaast zouden wij willen dat de minister van Sociale Zaken en Werkgelegenheid in de brief ook aangeeft of hij vertrouwen heeft in de bereidheid van de minister-president om tot een verdrag te komen.","Mevrouw de voorzitter. Mijn fractie verzoekt de minister van Sociale Zaken
en Werkgelegenheid om een brief met daarin een uitleg over het volgende. Het
gaat over de brief van de minister-president van Marokko aan onze minister-president,
waarin de bereidheid is uitgesproken een verdrag af te sluiten met Nederland
vóór 1 juli; het betreft het socialezekerheidsverdrag. Daarnaast
zouden wij willen dat de minister van Sociale Zaken en Werkgelegenheid in
de brief ook aangeeft of hij vertrouwen heeft in de bereidheid van de minister-president
om tot een verdrag te komen."
18,h-tk-20012002-4369-4373,YLByC4Yjib,/div[2]/div[52]/p[2]/text()[1],/div[2]/div[52]/p[2]/text()[1],het wetsvoorstel,impl-local,kst-28275-1,,,lCu8hHiL6v,12665,12681,"Graag vanavond nog, want morgen is de behandeling van het wetsvoorstel.","Graag vanavond nog, want morgen is de behandeling van het wetsvoorstel."
18,h-tk-20012002-4369-4373,rnP8FSU7rN,/div[2]/div[53]/p[2]/text()[1],/div[2]/div[53]/p[2]/text()[1],het wetsvoorstel,impl-local,kst-28275-1,,,lCu8hHiL6v,12765,12781,"Wij hebben precies dezelfde vraag gesteld in het verslag bij het wetsvoorstel en die vraag is vorige week vrijdag beantwoord. Ik zie derhalve niet in waarom wij nog een brief zouden moeten vragen.","Wij hebben precies dezelfde vraag gesteld in het verslag bij het wetsvoorstel
en die vraag is vorige week vrijdag beantwoord. Ik zie derhalve niet in waarom
wij nog een brief zouden moeten vragen."
18,h-tk-20012002-4369-4373,B-MwhGkuHy,/div[2]/div[55]/p[2]/text()[1],/div[2]/div[55]/p[2]/text()[1],de nota naar aanleiding van het verslag,impl-ext-parl-doc,kst-28275-5,https://zoek.officielebekendmakingen.nl/kst-28275-5.html,Voorstel van wet,,13237,13276,"Ik heb niet gevraagd om uitstel van de behandeling. Ik vraag juist om een brief met het oog op een goed debat morgen. Ik vraag een nadere toelichting, want de beantwoording in de nota naar aanleiding van het verslag is niet afdoende.","Ik heb niet gevraagd om uitstel van de behandeling. Ik vraag juist om
een brief met het oog op een goed debat morgen. Ik vraag een nadere toelichting,
want de beantwoording in de nota naar aanleiding van het verslag is niet afdoende."
